,rh,utc,app_temps,wind_dir,local,datetime,temp,ts
0,74,2021-12-31T17:00:00,24.7,145,2022-01-01T00:00:00,2021-12-31:17,24.3,1640970000
1,74,2021-12-31T18:00:00,24.4,40,2022-01-01T01:00:00,2021-12-31:18,24.0,1640973600
2,74,2021-12-31T19:00:00,23.8,35,2022-01-01T02:00:00,2021-12-31:19,23.5,1640977200
3,75,2021-12-31T20:00:00,23.3,35,2022-01-01T03:00:00,2021-12-31:20,23.0,1640980800
4,75,2021-12-31T21:00:00,22.8,30,2022-01-01T04:00:00,2021-12-31:21,22.5,1640984400
5,79,2021-12-31T22:00:00,22.0,173,2022-01-01T05:00:00,2021-12-31:22,21.7,1640988000
6,79,2021-12-31T23:00:00,22.0,175,2022-01-01T06:00:00,2021-12-31:23,21.7,1640991600
7,81,2022-01-01T00:00:00,21.3,10,2022-01-01T07:00:00,2022-01-01:00,21.0,1640995200
8,74,2022-01-01T01:00:00,23.3,10,2022-01-01T08:00:00,2022-01-01:01,23.0,1640998800
9,68,2022-01-01T02:00:00,25.3,10,2022-01-01T09:00:00,2022-01-01:02,25.0,1641002400
10,62,2022-01-01T03:00:00,28.2,10,2022-01-01T10:00:00,2022-01-01:03,27.0,1641006000
11,59,2022-01-01T04:00:00,29.6,110,2022-01-01T11:00:00,2022-01-01:04,28.2,1641009600
12,56,2022-01-01T05:00:00,30.9,210,2022-01-01T12:00:00,2022-01-01:05,29.3,1641013200
13,53,2022-01-01T06:00:00,32.4,310,2022-01-01T13:00:00,2022-01-01:06,30.5,1641016800
14,51,2022-01-01T07:00:00,32.3,210,2022-01-01T14:00:00,2022-01-01:07,30.7,1641020400
15,50,2022-01-01T08:00:00,32.3,110,2022-01-01T15:00:00,2022-01-01:08,30.8,1641024000
16,48,2022-01-01T09:00:00,32.2,10,2022-01-01T16:00:00,2022-01-01:09,31.0,1641027600
17,51,2022-01-01T10:00:00,31.7,15,2022-01-01T17:00:00,2022-01-01:10,30.3,1641031200
18,54,2022-01-01T11:00:00,31.2,15,2022-01-01T18:00:00,2022-01-01:11,29.7,1641034800
19,57,2022-01-01T12:00:00,30.6,20,2022-01-01T19:00:00,2022-01-01:12,29.0,1641038400
20,62,2022-01-01T13:00:00,29.5,25,2022-01-01T20:00:00,2022-01-01:13,27.9,1641042000
21,68,2022-01-01T14:00:00,28.5,25,2022-01-01T21:00:00,2022-01-01:14,26.9,1641045600
22,73,2022-01-01T15:00:00,26.3,30,2022-01-01T22:00:00,2022-01-01:15,25.8,1641049200
23,74,2022-01-01T16:00:00,25.8,35,2022-01-01T23:00:00,2022-01-01:16,25.3,1641052800
24,74,2022-01-01T17:00:00,25.3,35,2022-01-02T00:00:00,2022-01-01:17,24.8,1641056400
25,75,2022-01-01T18:00:00,24.7,40,2022-01-02T01:00:00,2022-01-01:18,24.3,1641060000
26,76,2022-01-01T19:00:00,24.3,40,2022-01-02T02:00:00,2022-01-01:19,23.9,1641063600
27,78,2022-01-01T20:00:00,23.8,40,2022-01-02T03:00:00,2022-01-01:20,23.4,1641067200
28,80,2022-01-01T21:00:00,23.4,40,2022-01-02T04:00:00,2022-01-01:21,23.0,1641070800
29,83,2022-01-01T22:00:00,23.1,55,2022-01-02T05:00:00,2022-01-01:22,22.6,1641074400
30,86,2022-01-01T23:00:00,22.7,65,2022-01-02T06:00:00,2022-01-01:23,22.2,1641078000
31,90,2022-01-02T00:00:00,22.4,80,2022-01-02T07:00:00,2022-01-02:00,21.8,1641081600
32,78,2022-01-02T01:00:00,24.3,125,2022-01-02T08:00:00,2022-01-02:01,23.8,1641085200
33,68,2022-01-02T02:00:00,26.2,175,2022-01-02T09:00:00,2022-01-02:02,25.8,1641088800
34,59,2022-01-02T03:00:00,29.1,220,2022-01-02T10:00:00,2022-01-02:03,27.8,1641092400
35,55,2022-01-02T04:00:00,30.2,200,2022-01-02T11:00:00,2022-01-02:04,28.9,1641096000
36,51,2022-01-02T05:00:00,31.4,180,2022-01-02T12:00:00,2022-01-02:05,30.1,1641099600
37,48,2022-01-02T06:00:00,32.6,160,2022-01-02T13:00:00,2022-01-02:06,31.2,1641103200
38,47,2022-01-02T07:00:00,32.7,215,2022-01-02T14:00:00,2022-01-02:07,31.4,1641106800
39,47,2022-01-02T08:00:00,33.0,265,2022-01-02T15:00:00,2022-01-02:08,31.6,1641110400
40,46,2022-01-02T09:00:00,33.1,320,2022-01-02T16:00:00,2022-01-02:09,31.8,1641114000
41,52,2022-01-02T10:00:00,32.3,285,2022-01-02T17:00:00,2022-01-02:10,30.6,1641117600
42,57,2022-01-02T11:00:00,31.2,255,2022-01-02T18:00:00,2022-01-02:11,29.4,1641121200
43,64,2022-01-02T12:00:00,30.2,220,2022-01-02T19:00:00,2022-01-02:12,28.2,1641124800
44,68,2022-01-02T13:00:00,28.9,185,2022-01-02T20:00:00,2022-01-02:13,27.1,1641128400
45,72,2022-01-02T14:00:00,26.4,155,2022-01-02T21:00:00,2022-01-02:14,25.9,1641132000
46,77,2022-01-02T15:00:00,25.3,120,2022-01-02T22:00:00,2022-01-02:15,24.8,1641135600
47,76,2022-01-02T16:00:00,25.0,85,2022-01-02T23:00:00,2022-01-02:16,24.5,1641139200
48,75,2022-01-02T17:00:00,24.7,55,2022-01-03T00:00:00,2022-01-02:17,24.3,1641142800
49,75,2022-01-02T18:00:00,24.4,20,2022-01-03T01:00:00,2022-01-02:18,24.0,1641146400
50,75,2022-01-02T19:00:00,24.1,25,2022-01-03T02:00:00,2022-01-02:19,23.7,1641150000
51,75,2022-01-02T20:00:00,23.8,35,2022-01-03T03:00:00,2022-01-02:20,23.4,1641153600
52,76,2022-01-02T21:00:00,23.4,40,2022-01-03T04:00:00,2022-01-02:21,23.1,1641157200
53,77,2022-01-02T22:00:00,23.3,140,2022-01-03T05:00:00,2022-01-02:22,22.9,1641160800
54,78,2022-01-02T23:00:00,23.0,240,2022-01-03T06:00:00,2022-01-02:23,22.6,1641164400
55,79,2022-01-03T00:00:00,22.8,340,2022-01-03T07:00:00,2022-01-03:00,22.4,1641168000
56,72,2022-01-03T01:00:00,24.4,255,2022-01-03T08:00:00,2022-01-03:01,24.1,1641171600
57,66,2022-01-03T02:00:00,26.2,165,2022-01-03T09:00:00,2022-01-03:02,25.8,1641175200
58,61,2022-01-03T03:00:00,28.8,80,2022-01-03T10:00:00,2022-01-03:03,27.5,1641178800
59,57,2022-01-03T04:00:00,30.0,65,2022-01-03T11:00:00,2022-01-03:04,28.6,1641182400
60,54,2022-01-03T05:00:00,31.4,55,2022-01-03T12:00:00,2022-01-03:05,29.8,1641186000
61,50,2022-01-03T06:00:00,32.5,40,2022-01-03T13:00:00,2022-01-03:06,30.9,1641189600
62,50,2022-01-03T07:00:00,32.8,65,2022-01-03T14:00:00,2022-01-03:07,31.1,1641193200
63,49,2022-01-03T08:00:00,32.7,95,2022-01-03T15:00:00,2022-01-03:08,31.2,1641196800
64,48,2022-01-03T09:00:00,32.9,120,2022-01-03T16:00:00,2022-01-03:09,31.4,1641200400
65,53,2022-01-03T10:00:00,32.0,85,2022-01-03T17:00:00,2022-01-03:10,30.3,1641204000
66,59,2022-01-03T11:00:00,31.2,45,2022-01-03T18:00:00,2022-01-03:11,29.2,1641207600
67,65,2022-01-03T12:00:00,30.2,10,2022-01-03T19:00:00,2022-01-03:12,28.1,1641211200
68,67,2022-01-03T13:00:00,29.4,15,2022-01-03T20:00:00,2022-01-03:13,27.5,1641214800
69,70,2022-01-03T14:00:00,28.5,15,2022-01-03T21:00:00,2022-01-03:14,26.8,1641218400
70,72,2022-01-03T15:00:00,26.8,20,2022-01-03T22:00:00,2022-01-03:15,26.2,1641222000
71,76,2022-01-03T16:00:00,26.1,135,2022-01-03T23:00:00,2022-01-03:16,25.5,1641225600
72,80,2022-01-03T17:00:00,25.5,245,2022-01-04T00:00:00,2022-01-03:17,24.9,1641229200
73,85,2022-01-03T18:00:00,24.9,360,2022-01-04T01:00:00,2022-01-03:18,24.2,1641232800
74,84,2022-01-03T19:00:00,24.8,325,2022-01-04T02:00:00,2022-01-03:19,24.1,1641236400
75,83,2022-01-03T20:00:00,24.5,290,2022-01-04T03:00:00,2022-01-03:20,23.9,1641240000
76,82,2022-01-03T21:00:00,24.4,255,2022-01-04T04:00:00,2022-01-03:21,23.8,1641243600
77,83,2022-01-03T22:00:00,24.3,220,2022-01-04T05:00:00,2022-01-03:22,23.7,1641247200
78,85,2022-01-03T23:00:00,24.2,190,2022-01-04T06:00:00,2022-01-03:23,23.6,1641250800
79,86,2022-01-04T00:00:00,24.2,155,2022-01-04T07:00:00,2022-01-04:00,23.5,1641254400
80,79,2022-01-04T01:00:00,25.4,120,2022-01-04T08:00:00,2022-01-04:01,24.8,1641258000
81,72,2022-01-04T02:00:00,26.8,85,2022-01-04T09:00:00,2022-01-04:02,26.2,1641261600
82,66,2022-01-04T03:00:00,29.3,50,2022-01-04T10:00:00,2022-01-04:03,27.5,1641265200
83,63,2022-01-04T04:00:00,31.1,50,2022-01-04T11:00:00,2022-01-04:04,28.8,1641268800
84,59,2022-01-04T05:00:00,33.0,50,2022-01-04T12:00:00,2022-01-04:05,30.2,1641272400
85,56,2022-01-04T06:00:00,34.9,50,2022-01-04T13:00:00,2022-01-04:06,31.5,1641276000
86,53,2022-01-04T07:00:00,34.9,45,2022-01-04T14:00:00,2022-01-04:07,31.9,1641279600
87,51,2022-01-04T08:00:00,35.2,35,2022-01-04T15:00:00,2022-01-04:08,32.3,1641283200
88,48,2022-01-04T09:00:00,35.2,30,2022-01-04T16:00:00,2022-01-04:09,32.7,1641286800
89,53,2022-01-04T10:00:00,33.8,35,2022-01-04T17:00:00,2022-01-04:10,31.3,1641290400
90,58,2022-01-04T11:00:00,32.3,35,2022-01-04T18:00:00,2022-01-04:11,29.9,1641294000
91,63,2022-01-04T12:00:00,30.6,40,2022-01-04T19:00:00,2022-01-04:12,28.5,1641297600
92,66,2022-01-04T13:00:00,30.0,40,2022-01-04T20:00:00,2022-01-04:13,27.9,1641301200
93,68,2022-01-04T14:00:00,29.3,45,2022-01-04T21:00:00,2022-01-04:14,27.4,1641304800
94,70,2022-01-04T15:00:00,28.5,45,2022-01-04T22:00:00,2022-01-04:15,26.8,1641308400
95,71,2022-01-04T16:00:00,27.1,45,2022-01-04T23:00:00,2022-01-04:16,26.5,1641312000
96,72,2022-01-04T17:00:00,26.9,50,2022-01-05T00:00:00,2022-01-04:17,26.3,1641315600
97,73,2022-01-04T18:00:00,26.6,50,2022-01-05T01:00:00,2022-01-04:18,26.0,1641319200
98,73,2022-01-04T19:00:00,26.3,50,2022-01-05T02:00:00,2022-01-04:19,25.8,1641322800
99,73,2022-01-04T20:00:00,26.2,50,2022-01-05T03:00:00,2022-01-04:20,25.7,1641326400
100,73,2022-01-04T21:00:00,26.0,50,2022-01-05T04:00:00,2022-01-04:21,25.5,1641330000
101,76,2022-01-04T22:00:00,25.0,50,2022-01-05T05:00:00,2022-01-04:22,24.5,1641333600
102,80,2022-01-04T23:00:00,24.0,50,2022-01-05T06:00:00,2022-01-04:23,23.5,1641337200
103,84,2022-01-05T00:00:00,23.0,50,2022-01-05T07:00:00,2022-01-05:00,22.5,1641340800
104,73,2022-01-05T01:00:00,25.2,50,2022-01-05T08:00:00,2022-01-05:01,24.8,1641344400
105,63,2022-01-05T02:00:00,28.6,50,2022-01-05T09:00:00,2022-01-05:02,27.2,1641348000
106,55,2022-01-05T03:00:00,31.1,50,2022-01-05T10:00:00,2022-01-05:03,29.5,1641351600
107,48,2022-01-05T04:00:00,31.9,40,2022-01-05T11:00:00,2022-01-05:04,30.8,1641355200
108,43,2022-01-05T05:00:00,32.8,30,2022-01-05T12:00:00,2022-01-05:05,32.0,1641358800
109,38,2022-01-05T06:00:00,33.8,20,2022-01-05T13:00:00,2022-01-05:06,33.3,1641362400
110,38,2022-01-05T07:00:00,34.3,60,2022-01-05T14:00:00,2022-01-05:07,33.6,1641366000
111,39,2022-01-05T08:00:00,35.0,100,2022-01-05T15:00:00,2022-01-05:08,33.9,1641369600
112,39,2022-01-05T09:00:00,35.5,140,2022-01-05T16:00:00,2022-01-05:09,34.2,1641373200
113,45,2022-01-05T10:00:00,34.1,135,2022-01-05T17:00:00,2022-01-05:10,32.5,1641376800
114,51,2022-01-05T11:00:00,32.3,130,2022-01-05T18:00:00,2022-01-05:11,30.7,1641380400
115,59,2022-01-05T12:00:00,30.9,125,2022-01-05T19:00:00,2022-01-05:12,29.0,1641384000
116,64,2022-01-05T13:00:00,29.7,120,2022-01-05T20:00:00,2022-01-05:13,27.9,1641387600
117,70,2022-01-05T14:00:00,28.4,110,2022-01-05T21:00:00,2022-01-05:14,26.7,1641391200
118,76,2022-01-05T15:00:00,26.2,105,2022-01-05T22:00:00,2022-01-05:15,25.6,1641394800
119,77,2022-01-05T16:00:00,26.0,100,2022-01-05T23:00:00,2022-01-05:16,25.4,1641398400
120,79,2022-01-05T17:00:00,25.7,95,2022-01-06T00:00:00,2022-01-05:17,25.1,1641402000
121,80,2022-01-05T18:00:00,25.5,90,2022-01-06T01:00:00,2022-01-05:18,24.9,1641405600
122,82,2022-01-05T19:00:00,24.9,85,2022-01-06T02:00:00,2022-01-05:19,24.3,1641409200
123,84,2022-01-05T20:00:00,24.3,80,2022-01-06T03:00:00,2022-01-05:20,23.7,1641412800
124,86,2022-01-05T21:00:00,23.7,75,2022-01-06T04:00:00,2022-01-05:21,23.1,1641416400
125,89,2022-01-05T22:00:00,23.2,70,2022-01-06T05:00:00,2022-01-05:22,22.6,1641420000
126,91,2022-01-05T23:00:00,22.9,60,2022-01-06T06:00:00,2022-01-05:23,22.2,1641423600
127,94,2022-01-06T00:00:00,22.4,55,2022-01-06T07:00:00,2022-01-06:00,21.7,1641427200
128,78,2022-01-06T01:00:00,25.2,50,2022-01-06T08:00:00,2022-01-06:01,24.6,1641430800
129,65,2022-01-06T02:00:00,29.2,45,2022-01-06T09:00:00,2022-01-06:02,27.5,1641434400
130,54,2022-01-06T03:00:00,32.4,40,2022-01-06T10:00:00,2022-01-06:03,30.4,1641438000
131,48,2022-01-06T04:00:00,33.2,135,2022-01-06T11:00:00,2022-01-06:04,31.6,1641441600
132,43,2022-01-06T05:00:00,34.0,225,2022-01-06T12:00:00,2022-01-06:05,32.7,1641445200
133,38,2022-01-06T06:00:00,34.8,320,2022-01-06T13:00:00,2022-01-06:06,33.9,1641448800
134,38,2022-01-06T07:00:00,34.9,305,2022-01-06T14:00:00,2022-01-06:07,34.0,1641452400
135,39,2022-01-06T08:00:00,35.3,285,2022-01-06T15:00:00,2022-01-06:08,34.1,1641456000
136,40,2022-01-06T09:00:00,35.8,270,2022-01-06T16:00:00,2022-01-06:09,34.2,1641459600
137,45,2022-01-06T10:00:00,34.2,300,2022-01-06T17:00:00,2022-01-06:10,32.6,1641463200
138,50,2022-01-06T11:00:00,32.8,330,2022-01-06T18:00:00,2022-01-06:11,31.1,1641466800
139,56,2022-01-06T12:00:00,31.2,360,2022-01-06T19:00:00,2022-01-06:12,29.5,1641470400
140,63,2022-01-06T13:00:00,30.1,325,2022-01-06T20:00:00,2022-01-06:13,28.2,1641474000
141,70,2022-01-06T14:00:00,28.7,285,2022-01-06T21:00:00,2022-01-06:14,26.9,1641477600
142,79,2022-01-06T15:00:00,26.3,250,2022-01-06T22:00:00,2022-01-06:15,25.6,1641481200
143,79,2022-01-06T16:00:00,25.7,215,2022-01-06T23:00:00,2022-01-06:16,25.1,1641484800
144,81,2022-01-06T17:00:00,25.1,175,2022-01-07T00:00:00,2022-01-06:17,24.5,1641488400
145,82,2022-01-06T18:00:00,24.6,140,2022-01-07T01:00:00,2022-01-06:18,24.0,1641492000
146,83,2022-01-06T19:00:00,24.0,125,2022-01-07T02:00:00,2022-01-06:19,23.4,1641495600
147,85,2022-01-06T20:00:00,23.2,115,2022-01-07T03:00:00,2022-01-06:20,22.7,1641499200
148,86,2022-01-06T21:00:00,22.6,100,2022-01-07T04:00:00,2022-01-06:21,22.1,1641502800
149,86,2022-01-06T22:00:00,22.4,90,2022-01-07T05:00:00,2022-01-06:22,21.9,1641506400
150,86,2022-01-06T23:00:00,22.2,85,2022-01-07T06:00:00,2022-01-06:23,21.7,1641510000
151,86,2022-01-07T00:00:00,22.0,75,2022-01-07T07:00:00,2022-01-07:00,21.5,1641513600
152,74,2022-01-07T01:00:00,24.7,65,2022-01-07T08:00:00,2022-01-07:01,24.3,1641517200
153,64,2022-01-07T02:00:00,28.7,60,2022-01-07T09:00:00,2022-01-07:02,27.2,1641520800
154,55,2022-01-07T03:00:00,31.9,50,2022-01-07T10:00:00,2022-01-07:03,30.0,1641524400
155,52,2022-01-07T04:00:00,33.6,50,2022-01-07T11:00:00,2022-01-07:04,31.3,1641528000
156,48,2022-01-07T05:00:00,35.2,50,2022-01-07T12:00:00,2022-01-07:05,32.7,1641531600
157,45,2022-01-07T06:00:00,36.8,50,2022-01-07T13:00:00,2022-01-07:06,34.0,1641535200
158,46,2022-01-07T07:00:00,37.5,50,2022-01-07T14:00:00,2022-01-07:07,34.2,1641538800
159,47,2022-01-07T08:00:00,38.0,50,2022-01-07T15:00:00,2022-01-07:08,34.3,1641542400
160,48,2022-01-07T09:00:00,38.8,50,2022-01-07T16:00:00,2022-01-07:09,34.5,1641546000
161,51,2022-01-07T10:00:00,36.2,145,2022-01-07T17:00:00,2022-01-07:10,32.8,1641549600
162,54,2022-01-07T11:00:00,33.8,245,2022-01-07T18:00:00,2022-01-07:11,31.2,1641553200
163,58,2022-01-07T12:00:00,31.6,340,2022-01-07T19:00:00,2022-01-07:12,29.5,1641556800
164,61,2022-01-07T13:00:00,30.5,340,2022-01-07T20:00:00,2022-01-07:13,28.6,1641560400
165,66,2022-01-07T14:00:00,29.6,340,2022-01-07T21:00:00,2022-01-07:14,27.7,1641564000
166,70,2022-01-07T15:00:00,28.5,340,2022-01-07T22:00:00,2022-01-07:15,26.8,1641567600
167,71,2022-01-07T16:00:00,27.1,245,2022-01-07T23:00:00,2022-01-07:16,26.5,1641571200
168,71,2022-01-07T17:00:00,26.8,145,2022-01-08T00:00:00,2022-01-07:17,26.3,1641574800
169,72,2022-01-07T18:00:00,26.5,50,2022-01-08T01:00:00,2022-01-07:18,26.0,1641578400
170,74,2022-01-07T19:00:00,26.0,50,2022-01-08T02:00:00,2022-01-07:19,25.5,1641582000
171,77,2022-01-07T20:00:00,25.6,50,2022-01-08T03:00:00,2022-01-07:20,25.0,1641585600
172,79,2022-01-07T21:00:00,25.1,50,2022-01-08T04:00:00,2022-01-07:21,24.5,1641589200
173,83,2022-01-07T22:00:00,24.4,50,2022-01-08T05:00:00,2022-01-07:22,23.8,1641592800
174,88,2022-01-07T23:00:00,23.9,50,2022-01-08T06:00:00,2022-01-07:23,23.2,1641596400
175,93,2022-01-08T00:00:00,23.2,50,2022-01-08T07:00:00,2022-01-08:00,22.5,1641600000
176,77,2022-01-08T01:00:00,25.7,50,2022-01-08T08:00:00,2022-01-08:01,25.1,1641603600
177,64,2022-01-08T02:00:00,29.4,50,2022-01-08T09:00:00,2022-01-08:02,27.7,1641607200
178,54,2022-01-08T03:00:00,32.2,50,2022-01-08T10:00:00,2022-01-08:03,30.3,1641610800
179,49,2022-01-08T04:00:00,33.4,35,2022-01-08T11:00:00,2022-01-08:04,31.6,1641614400
180,45,2022-01-08T05:00:00,34.8,25,2022-01-08T12:00:00,2022-01-08:05,32.9,1641618000
181,41,2022-01-08T06:00:00,36.0,10,2022-01-08T13:00:00,2022-01-08:06,34.2,1641621600
182,42,2022-01-08T07:00:00,36.1,15,2022-01-08T14:00:00,2022-01-08:07,34.1,1641625200
183,44,2022-01-08T08:00:00,36.3,15,2022-01-08T15:00:00,2022-01-08:08,33.9,1641628800
184,45,2022-01-08T09:00:00,36.4,20,2022-01-08T16:00:00,2022-01-08:09,33.8,1641632400
185,50,2022-01-08T10:00:00,35.1,55,2022-01-08T17:00:00,2022-01-08:10,32.4,1641636000
186,54,2022-01-08T11:00:00,33.6,90,2022-01-08T18:00:00,2022-01-08:11,31.1,1641639600
187,60,2022-01-08T12:00:00,32.3,125,2022-01-08T19:00:00,2022-01-08:12,29.7,1641643200
188,62,2022-01-08T13:00:00,31.2,160,2022-01-08T20:00:00,2022-01-08:13,28.9,1641646800
189,65,2022-01-08T14:00:00,30.0,200,2022-01-08T21:00:00,2022-01-08:14,28.0,1641650400
190,68,2022-01-08T15:00:00,29.0,235,2022-01-08T22:00:00,2022-01-08:15,27.2,1641654000
191,70,2022-01-08T16:00:00,28.7,270,2022-01-08T23:00:00,2022-01-08:16,26.9,1641657600
192,73,2022-01-08T17:00:00,27.1,305,2022-01-09T00:00:00,2022-01-08:17,26.5,1641661200
193,75,2022-01-08T18:00:00,26.8,340,2022-01-09T01:00:00,2022-01-08:18,26.2,1641664800
194,80,2022-01-08T19:00:00,26.0,345,2022-01-09T02:00:00,2022-01-08:19,25.3,1641668400
195,86,2022-01-08T20:00:00,25.1,345,2022-01-09T03:00:00,2022-01-08:20,24.4,1641672000
196,92,2022-01-08T21:00:00,24.3,350,2022-01-09T04:00:00,2022-01-08:21,23.5,1641675600
197,93,2022-01-08T22:00:00,23.8,355,2022-01-09T05:00:00,2022-01-08:22,23.0,1641679200
198,94,2022-01-08T23:00:00,23.3,355,2022-01-09T06:00:00,2022-01-08:23,22.5,1641682800
199,95,2022-01-09T00:00:00,22.7,360,2022-01-09T07:00:00,2022-01-09:00,22.0,1641686400
200,80,2022-01-09T01:00:00,25.0,320,2022-01-09T08:00:00,2022-01-09:01,24.4,1641690000
201,67,2022-01-09T02:00:00,28.3,280,2022-01-09T09:00:00,2022-01-09:02,26.8,1641693600
202,57,2022-01-09T03:00:00,30.9,240,2022-01-09T10:00:00,2022-01-09:03,29.2,1641697200
203,51,2022-01-09T04:00:00,32.5,200,2022-01-09T11:00:00,2022-01-09:04,30.8,1641700800
204,45,2022-01-09T05:00:00,34.1,160,2022-01-09T12:00:00,2022-01-09:05,32.5,1641704400
205,40,2022-01-09T06:00:00,35.6,120,2022-01-09T13:00:00,2022-01-09:06,34.1,1641708000
206,40,2022-01-09T07:00:00,35.8,95,2022-01-09T14:00:00,2022-01-09:07,34.2,1641711600
207,39,2022-01-09T08:00:00,35.9,65,2022-01-09T15:00:00,2022-01-09:08,34.4,1641715200
208,39,2022-01-09T09:00:00,36.0,40,2022-01-09T16:00:00,2022-01-09:09,34.5,1641718800
209,46,2022-01-09T10:00:00,34.7,50,2022-01-09T17:00:00,2022-01-09:10,32.7,1641722400
210,53,2022-01-09T11:00:00,33.1,65,2022-01-09T18:00:00,2022-01-09:11,30.9,1641726000
211,63,2022-01-09T12:00:00,31.7,75,2022-01-09T19:00:00,2022-01-09:12,29.1,1641729600
212,66,2022-01-09T13:00:00,30.3,90,2022-01-09T20:00:00,2022-01-09:13,28.1,1641733200
213,69,2022-01-09T14:00:00,28.8,100,2022-01-09T21:00:00,2022-01-09:14,27.0,1641736800
214,73,2022-01-09T15:00:00,26.6,115,2022-01-09T22:00:00,2022-01-09:15,26.0,1641740400
215,76,2022-01-09T16:00:00,25.9,125,2022-01-09T23:00:00,2022-01-09:16,25.3,1641744000
216,79,2022-01-09T17:00:00,25.3,140,2022-01-10T00:00:00,2022-01-09:17,24.7,1641747600
217,83,2022-01-09T18:00:00,24.6,150,2022-01-10T01:00:00,2022-01-09:18,24.0,1641751200
218,85,2022-01-09T19:00:00,24.2,150,2022-01-10T02:00:00,2022-01-09:19,23.6,1641754800
219,86,2022-01-09T20:00:00,23.8,150,2022-01-10T03:00:00,2022-01-09:20,23.2,1641758400
220,88,2022-01-09T21:00:00,23.4,150,2022-01-10T04:00:00,2022-01-09:21,22.8,1641762000
221,90,2022-01-09T22:00:00,23.0,150,2022-01-10T05:00:00,2022-01-09:22,22.4,1641765600
222,92,2022-01-09T23:00:00,22.5,150,2022-01-10T06:00:00,2022-01-09:23,21.9,1641769200
223,95,2022-01-10T00:00:00,22.2,150,2022-01-10T07:00:00,2022-01-10:00,21.5,1641772800
224,77,2022-01-10T01:00:00,24.8,150,2022-01-10T08:00:00,2022-01-10:01,24.3,1641776400
225,64,2022-01-10T02:00:00,28.7,150,2022-01-10T09:00:00,2022-01-10:02,27.2,1641780000
226,52,2022-01-10T03:00:00,31.4,150,2022-01-10T10:00:00,2022-01-10:03,30.0,1641783600
227,46,2022-01-10T04:00:00,32.6,115,2022-01-10T11:00:00,2022-01-10:04,31.5,1641787200
228,40,2022-01-10T05:00:00,33.8,85,2022-01-10T12:00:00,2022-01-10:05,33.0,1641790800
229,36,2022-01-10T06:00:00,35.3,50,2022-01-10T13:00:00,2022-01-10:06,34.5,1641794400
230,37,2022-01-10T07:00:00,35.7,50,2022-01-10T14:00:00,2022-01-10:07,34.6,1641798000
231,38,2022-01-10T08:00:00,36.1,50,2022-01-10T15:00:00,2022-01-10:08,34.7,1641801600
232,39,2022-01-10T09:00:00,36.6,50,2022-01-10T16:00:00,2022-01-10:09,34.8,1641805200
233,44,2022-01-10T10:00:00,34.5,65,2022-01-10T17:00:00,2022-01-10:10,32.9,1641808800
234,51,2022-01-10T11:00:00,32.6,75,2022-01-10T18:00:00,2022-01-10:11,30.9,1641812400
235,57,2022-01-10T12:00:00,30.6,90,2022-01-10T19:00:00,2022-01-10:12,29.0,1641816000
236,59,2022-01-10T13:00:00,29.8,85,2022-01-10T20:00:00,2022-01-10:13,28.3,1641819600
237,61,2022-01-10T14:00:00,29.1,75,2022-01-10T21:00:00,2022-01-10:14,27.7,1641823200
238,62,2022-01-10T15:00:00,28.2,70,2022-01-10T22:00:00,2022-01-10:15,27.0,1641826800
239,63,2022-01-10T16:00:00,27.9,65,2022-01-10T23:00:00,2022-01-10:16,26.7,1641830400
240,65,2022-01-10T17:00:00,26.7,55,2022-01-11T00:00:00,2022-01-10:17,26.3,1641834000
